"Fonte";"Tema";"Secao";"Subsecao";"Topico";"Sintese";"Contexto"
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"220 da LPI.";"1.9 Atendimento ao usuário";"1.9.1 Atendimento Telepresencial";"O Serviço de Atendimento Telepresencial é o meio reservado à orientação assertiva sobre os serviços do Instituto, à garantia de experiência do usuário mais satisfatória e à geração de empatia no relacionamento dos usuários com o INPI. Sua finalidade é, ainda, mitigar os riscos à integridade pública e estabelecer coesão, uniformidade, segurança e identidade institucional à relação público-privada.";"O Serviço de Atendimento Telepresencial é o meio reservado à orientação assertiva sobre os serviços do Instituto, à garantia de experiência do usuário mais satisfatória e à geração de empatia no relacionamento dos usuários com o INPI. Sua finalidade é, ainda, mitigar os riscos à integridade pública e estabelecer coesão, uniformidade, segurança e identidade institucional à relação público-privada. O atendimento telepresencial se dá por videoconferência. O atendimento deve ser solicitado por meio da Plataforma Integrada de Atendimento, acessível na primeira página do portal do INPI, devendo constar na mensagem: a identificação do solicitante; o assunto a ser abordado, com a indicação do ato ou do processo a que se refere; o número do protocolo do atendimento via Fale Conosco referente ao assunto; a justificativa da necessidade de atendimento telepresencial; e a identificação de eventuais acompanhantes e seu interesse no assunto. Para solicitar este tipo de atendimento, é imprescindível que o assunto já tenha sido tratado previamente pelo Fale Conosco. Um correio eletrônico será enviado ao usuário com as informações referentes à solicitação de agendamento do atendimento. O usuário será direcionado para uma das modalidades a seguir: Vista de processo: consiste na visualização dos autos do processo que não estejam disponíveis nos sistemas eletrônicos do Instituto. Para cada processo deve ser solicitada uma vista específica. 14 Orientação: destina-se à disseminação do conhecimento sobre procedimentos de caráter técnico ou operacional e a esclarecimentos sobre atos já praticados em processos administrativos. Audiência: reunião entre o usuário e o Presidente, Diretores ou Procurador-Chefe do INPI. Nos termos do §2º do inciso III do art. 17 da Portaria INPI/PR nº 512/2019, o ate..."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"220 da LPI.";"1.10 Acesso à informação";"1.10 Acesso à informação";"A Lei nº 12.527, de 18/12/2011, também conhecida como Lei de Acesso à Informação, regulamentada pelo Decreto nº 7.724, de 16/05/2012, estabeleceu diretrizes para o acesso à informação na Administração Pública, buscando ampliar a transparência e facilitar o acesso dos cidadãos às informações. Em consonância com a Lei de Acesso à Informação, o INPI disponibiliza as seguintes ferramentas: Revista da Propriedade Industrial (RPI), que é o meio de comunicação oficial do INPI, descrito no item 1.2 Meios de comunicação oficial; Módulo “Meus Pedidos”, descrito no item 3.10.2 Meus pedidos; Pesquisa na base de dados, que in...";"A Lei nº 12.527, de 18/12/2011, também conhecida como Lei de Acesso à Informação, regulamentada pelo Decreto nº 7.724, de 16/05/2012, estabeleceu diretrizes para o acesso à informação na Administração Pública, buscando ampliar a transparência e facilitar o acesso dos cidadãos às informações. Em consonância com a Lei de Acesso à Informação, o INPI disponibiliza as seguintes ferramentas: Revista da Propriedade Industrial (RPI), que é o meio de comunicação oficial do INPI, descrito no item 1.2 Meios de comunicação oficial; Módulo “Meus Pedidos”, descrito no item 3.10.2 Meus pedidos; Pesquisa na base de dados, que inclui a visualização de documentos constantes dos pedidos e registros, conforme descrito no item 3.10.3 Pesquisa na base de Desenho Industrial; e Canais de atendimento da Plataforma Integrada de Atendimento, tais como o Sistema Fale Conosco e o Atendimento presencial, descritos no item 1.9 Atendimento ao usuário. 15"
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"2 O que é considerado desenho industrial";"2.1 Definição de desenho industrial";"2.1 Definição de desenho industrial";"D";"Desenho industrial, tal como definido no art. 95 da LPI, é a forma plástica ornamental de um objeto ou o conjunto ornamental de linhas e cores que possa ser aplicado a um produto proporcionando resultado visual novo e original na sua configuração externa e que possa servir de tipo de fabricação industrial."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"2 O que é considerado desenho industrial";"2.2 Tipos de desenho industrial";"2.2 Tipos de desenho industrial";"Tridimensional É a forma plástica ornamental de um objeto que possui altura, largura e profundidade. Móveis, calçados, joias, veículos e embalagens, entre outros, são exemplos de produtos cuja configuração é definida pelo desenho industrial tridimensional.";"Tridimensional É a forma plástica ornamental de um objeto que possui altura, largura e profundidade. Móveis, calçados, joias, veículos e embalagens, entre outros, são exemplos de produtos cuja configuração é definida pelo desenho industrial tridimensional. Bidimensional Consiste no conjunto ornamental de linhas e cores que possui apenas duas dimensões: altura e largura. São exemplos de produtos nos quais o conjunto ornamental de linha e cores pode ser aplicado: estampas, ornamentos, sinais gráficos, padrões de superfície, fontes tipográficas, interfaces gráficas do usuário ou qualquer outro tipo destinado à ornamentação de superfícies."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"2 O que é considerado desenho industrial";"2.3 Definição de produto";"2.3 Definição de produto";"O produto deve ser indicado no título do pedido de registro e pertencer a uma classe e subclasse de Locarno. Clique aqui para acessar a Classificação de Locarno.";"O produto deve ser indicado no título do pedido de registro e pertencer a uma classe e subclasse de Locarno. Clique aqui para acessar a Classificação de Locarno. Para mais informações sobre o título do pedido, ver item 5.3.1.1 Identificação do produto, subitem (b) Indicação do produto no título do pedido. O desenho industrial deve se referir a um produto tridimensional ou a um produto bidimensional, conforme as definições a seguir."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"2 O que é considerado desenho industrial";"2.3 Definição de produto";"2.3.1 Produto tridimensional";"Este produto possui três dimensões e deve ser passível de fabricação industrial. O produto tridimensional pode ser simples ou complexo.";"Este produto possui três dimensões e deve ser passível de fabricação industrial. O produto tridimensional pode ser simples ou complexo. O produto tridimensional complexo pode ser: a) constituído por partes com interconexão; ou b) constituído por partes sem interconexão. Simples O produto simples é aquele fabricado de maneira que não existem partes, peças ou componentes que permitam a montagem ou desmontagem do mesmo. 16 Exemplos: Desenho industrial de produto simples (BR302017001421) Desenho industrial de produto simples (BR302016000905) Desenho industrial de produto simples (BR302016004841) Complexo O produto complexo é aquele que apresenta partes, peças ou componentes de maneira que há possibilidade de montagem, desmontagem ou composição do produto. Os produtos complexos podem ser constituídos por partes com interconexão ou por partes sem interconexão. 17 A) Constituído por partes com interconexão O produto complexo constituído por partes com interconexão é formado por duas ou mais partes, peças ou componentes que possuam interconexão entre si. A forma plástica deste produto é definida pela configuração de suas partes ou peças ou componentes interconectados (forma montada). Exemplos: Desenho industrial de produto complexo constituído por partes com interconexão (BR302016001865) Desenho industrial de produto complexo constituído por partes com interconexão (BR302018002038) Desenho industrial de produto complexo constituído por partes com interconexão (BR302018002450) 18 B) Complexo constituído por partes sem interconexão O produto complexo constituído por partes sem interconexão é formado por pelo menos duas partes, peças ou componentes sem interconexão entre si. Sua forma plástica é definida pela configuração de todas as suas partes, peças ou componentes - incluindo a..."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"2 O que é considerado desenho industrial";"2.3 Definição de produto";"2.3.2 Produto bidimensional";"Este produto possui duas dimensões e deve ser passível de fabricação industrial. O título do registro do desenho industrial de um conjunto de linhas e cores deve indicar um produto bidimensional.";"Este produto possui duas dimensões e deve ser passível de fabricação industrial. O título do registro do desenho industrial de um conjunto de linhas e cores deve indicar um produto bidimensional. Trata-se de “estampas”, “ornamentos”, “sinais gráficos”, “padrões de superfície”, “interfaces gráficas” etc. O registro do desenho industrial de um conjunto de linhas e cores pode indicar, além do produto bidimensional, o produto tridimensional em cuja superfície o produto bidimensional será aplicado: “estampa para tecido”, “ornamento para embalagem”, “ornamento para fraldas”, “interface gráfica para dispositivo eletrônico” etc. Nas figuras, faculta-se ao requerente a possibilidade de representar a configuração do produto bidimensional de maneira isolada ou aplicado na superfície de um produto tridimensional. Para informações sobre a forma de representação do desenho industrial bidimensional, ver item 5.3.4.2 Suficiência descritiva, subitem Desenho Industrial bidimensional. A configuração do produto bidimensional pode ser dinâmica. O produto bidimensional com configuração dinâmica é aquele cuja aparência sofre alterações com a passagem do tempo, conforme sequência definida. É o caso, por exemplo, das imagens geradas por computador, em especial das interfaces gráficas dinâmicas. Para informações sobre a forma de representação do desenho industrial de produto bidimensional com configuração dinâmica, ver item 5.3.12 Registro do desenho industrial de interface gráfica, subitem Interface Gráfica dinâmica. 20 Exemplos: Desenho industrial de produto bidimensional (BR302021005899) Desenho industrial de produto bidimensional (BR302020004857) Desenho industrial de produto bidimensional (BR302022002502) Desenho industrial de produto bidimensional com configuração dinâmica. 21"
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"2 O que é considerado desenho industrial";"2.4 Partes, peças ou componentes";"2.4 Partes, peças ou componentes";"O registro de desenho industrial pode se referir a partes, peças ou componentes que integrem ou sejam destinados à montagem ou composição de produtos bidimensionais ou tridimensionais. O desenho industrial dessas partes, peças ou componentes é registrável desde que possua configuração ornamental e pertença a uma única classe e subclasse da Classificação de Locarno.";"O registro de desenho industrial pode se referir a partes, peças ou componentes que integrem ou sejam destinados à montagem ou composição de produtos bidimensionais ou tridimensionais. O desenho industrial dessas partes, peças ou componentes é registrável desde que possua configuração ornamental e pertença a uma única classe e subclasse da Classificação de Locarno. Faculta-se ao requerente a apresentação do desenho industrial de parte, peça ou componente de duas maneiras distintas. Cabe ao requerente determinar qual dessas duas maneiras melhor representa sua reivindicação. Na primeira maneira, o desenho industrial da parte, peça ou componente é apresentado sem que haja necessidade de contextualização. Nesse caso, considera-se que a peça, parte ou componente constitui um produto por si, o qual deve ser indicado no registro. Exemplos: Indicação do produto: Grade frontal de veículo Exemplo do desenho industrial de uma peça indicada como produto por si. (BR302016001394) Indicação do produto: Grade de ventilador Exemplo do desenho industrial de uma peça indicada como produto por si. (BR302018002501) 22 Indicação do produto: solado de calçado Exemplo do desenho industrial de uma parte indicada como produto por si. (BR302016002027) Na segunda maneira, o desenho industrial das peças, partes ou componentes é apresentado junto a elementos contextuais que não fazem parte da reivindicação. Nesse caso, é necessário diferenciar, por meio de recursos gráficos (ex.: linhas contínuas, linhas tracejadas ou colorização) aquilo que constitui a reivindicação daquilo que é contextual. Para mais informações sobre as condições, formas de representação e recursos gráficos utilizados na reivindicação e contextualização do desenho industrial de parte de um produto, ver item 5.3.4.3 Tipos de repre..."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"2 O que é considerado desenho industrial";"2.5 Requisitos legais";"2.5 Requisitos legais";"Conforme disposto no art. 95 da LPI, considera-se desenho industrial ""a forma plástica ornamental de um objeto ou o conjunto ornamental de linhas e cores que possa ser aplicado a um produto, proporcionando resultado visual novo e original na sua configuração externa e que possa servir de tipo de fabricação industrial”. Para fins de aplicação da referida norma legal, consideram-se os conceitos a seguir.";"Conforme disposto no art. 95 da LPI, considera-se desenho industrial ""a forma plástica ornamental de um objeto ou o conjunto ornamental de linhas e cores que possa ser aplicado a um produto, proporcionando resultado visual novo e original na sua configuração externa e que possa servir de tipo de fabricação industrial”. Para fins de aplicação da referida norma legal, consideram-se os conceitos a seguir. Aspecto ornamental Requisito que define a finalidade da proteção oferecida pelo registro de desenho industrial, descartados os aspectos técnicos e funcionais. Refere-se às características visuais decorativas e acessórias, apostas à configuração do produto com o propósito de definir sua aparência. Novidade 24 Requisito de caráter objetivo e comparativo: qualidade do novo, refere-se a tudo aquilo que não era conhecido antes do momento do depósito ou da data de prioridade reivindicada. Será considerado novo o desenho industrial cuja divulgação tenha ocorrido durante os 180 (cento e oitenta) dias que precederem a data do depósito ou a da prioridade reivindicada, se promovida nas situações previstas nos incisos I a III do art. 12 da LPI. Originalidade Qualidade do original: atributo resultante da configuração visual que diferencia um desenho industrial – por seu caráter individual, distintivo – de configurações visuais anteriores. O requisito da originalidade estabelece que o desenho industrial deverá ter uma configuração visual distintiva, ou seja, deve possuir características que tornem sua aparência singular frente a configurações anteriores. Não basta, portanto, que o desenho industrial simplesmente não seja idêntico aos predecessores: deve diferenciar-se visualmente de maneira substancial em relação a outros desenhos industriais anteriores. O resultado visual original pod..."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"3 Como formular pedido de registro ou petição de desenho industrial";"";"3 Como formular pedido de registro ou petição de desenho industrial";"As petições ou pedidos de registro de desenho industrial devem ser encaminhados ao INPI exclusivamente pela internet, por meio do sistema e-DI, disponível no portal do INPI. Nesta seção é possível encontrar as informações necessárias para o depósito de pedidos e o protocolo de petições, além de orientações sobre o seu acompanhamento.";"As petições ou pedidos de registro de desenho industrial devem ser encaminhados ao INPI exclusivamente pela internet, por meio do sistema e-DI, disponível no portal do INPI. Nesta seção é possível encontrar as informações necessárias para o depósito de pedidos e o protocolo de petições, além de orientações sobre o seu acompanhamento."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"3 Como formular pedido de registro ou petição de desenho industrial";"3.1 Cadastro no e-INPI";"3.1 Cadastro no e-INPI";"O primeiro passo para apresentar um pedido de registro ou uma petição de desenho industrial é o cadastro no sistema e-INPI, que possibilita o acesso aos serviços da DIRMA. Este cadastro é obrigatório para pessoa física ou jurídica que queira solicitar serviços ao INPI e funciona para todas as diretorias do Instituto.";"O primeiro passo para apresentar um pedido de registro ou uma petição de desenho industrial é o cadastro no sistema e-INPI, que possibilita o acesso aos serviços da DIRMA. Este cadastro é obrigatório para pessoa física ou jurídica que queira solicitar serviços ao INPI e funciona para todas as diretorias do Instituto. O próprio interessado, seu advogado, representante legal ou agente da propriedade industrial (API) poderá cadastrar uma identificação eletrônica, composta por login e senha, para autenticar seu acesso ao sistema."
"manual-de-desenhos-industriais.md";"Desenhos Industriais";"3 Como formular pedido de registro ou petição de desenho industrial";"3.1 Cadastro no e-INPI";"3.1.1 Preenchimento do formulário de cadastro no e-INPI";"Inicialmente, é necessário acessar a página de cadastro do e-INPI e escolher sua modalidade de cadastro: se for o próprio interessado, selecione 'Cliente - pessoa física ou jurídica domiciliada no país que não possua um procurador'; se for na condição de representante legal, a opção é 'Advogado ou Pessoa física com o instrumento de procuração para representar um cliente nos serviços solicitados'. As pessoas físicas ou jurídicas não domiciliadas no país devem observar o contido no item 1.5 Legitimidade para a prática de atos.";"Inicialmente, é necessário acessar a página de cadastro do e-INPI e escolher sua modalidade de cadastro: se for o próprio interessado, selecione 'Cliente - pessoa física ou jurídica domiciliada no país que não possua um procurador'; se for na condição de representante legal, a opção é 'Advogado ou Pessoa física com o instrumento de procuração para representar um cliente nos serviços solicitados'. As pessoas físicas ou jurídicas não domiciliadas no país devem observar o contido no item 1.5 Legitimidade para a prática de atos. Após aceitar o termo de adesão ao sistema e-INPI, em que constam as condições gerais do serviço, o interessado deve preencher os dados do formulário de cadastro, criando um login (nome de usuário) e senha. A senha deve conter o mínimo de 6 (seis) e o máximo de 10 (dez) caracteres, podendo conter letras e números ou os dois itens, sem espaços. Não utilize caracteres especiais do tipo &, !, %, ?, hífens ou aspas. O login e a senha são do tipo case sensitive, ou seja, o sistema diferencia as letras maiúsculas das minúsculas em seu registro. Observações: a) A senha é de uso pessoal e intransferível, não devendo ser transmitida a terceiros. O ideal é que o requerente ou titular de desenho industrial tenha uma senha e seu procurador ou representante legal tenha outra. Não é necessário que o representante legal saiba a senha do requerente ou outorgante para emitir uma GRU. Além disso, a transmissão da sua senha pode acarretar problemas futuros, como o uso não autorizado após uma eventual destituição de procurador. b) O usuário deve manter o seu cadastro no INPI atualizado, já que é unicamente com base nas informações cadastrais que o Instituto poderá contatá-lo. Da notificação de depósito à expedição do certificado de 27 registro, tudo depende da consistên..."
